120, 20, 30, 5, 0.5, 0, 0, 1.33
120, 60, 30, 5, 0.5, 0, 0, 1.33
180, 20, 30, 5, 0.5, 0, 0, 1.33
180, 60, 30, 5, 0.5, 0, 0, 1.33
