70, 60, 0.4, 25, 20, 2.8, 5, 100, 0.28, 0.28, 0.44
130, 60, 0.4, 25, 20, 2.8, 5, 100, 0.28, 0.28, 0.44
190, 60, 0.4, 25, 20, 2.8, 5, 100, 0.28, 0.28, 0.44
