50, 60, 0.4, 25, 20, 2.8, 5, 100, 0.28, 0.28, 0.44
110, 60, 0.4, 25, 20, 2.8, 5, 100, 0.28, 0.28, 0.44
170, 60, 0.4, 25, 20, 2.8, 5, 100, 0.28, 0.28, 0.44
