60, 60, 0.4, 15, 12, 2.8, 5, 100, 0.28, 0.28, 0.44
120, 60, 0.4, 15, 12, 2.8, 5, 100, 0.28, 0.28, 0.44
180, 20, 0.4, 15, 12, 2.8, 5, 100, 0.28, 0.28, 0.44
