60, 60, 0.4, 35, 28, 2.8, 5, 100, 0.28, 0.28, 0.44
120, 60, 0.4, 35, 28, 2.8, 5, 100, 0.28, 0.28, 0.44
180, 60, 0.4, 35, 28, 2.8, 5, 100, 0.28, 0.28, 0.44
