60, 60, 0.4, 25, 20, 2.8, 10, 100, 0.28, 0.28, 0.44
120, 60, 0.4, 25, 20, 2.8, 10, 100, 0.28, 0.28, 0.44
180, 60, 0.4, 25, 20, 2.8, 10, 100, 0.28, 0.28, 0.44
